shipment_id,order_id,priority,predicted_delay_risk,route_priority,coverage_status,green_shipment,event_type,severity,operational_priority_score,operational_priority,recommended_action,business_explanation
SHP008139,ORD008139,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008140,ORD008140,Standard,Medium,Low,Secondary,No,Inventory Shortage,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008141,ORD008141,Standard,Medium,Low,Secondary,No,Vehicle Breakdown,High,69,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008142,ORD008142,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008143,ORD008143,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008144,ORD008144,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008145,ORD008145,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008146,ORD008146,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008147,ORD008147,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008148,ORD008148,Standard,Medium,Medium,Secondary,Yes,No Disruption,None,52,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008149,ORD008149,Standard,Low,Medium,Secondary,Yes,Driver Absence,Medium,52,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008150,ORD008150,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008151,ORD008151,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008152,ORD008152,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008153,ORD008153,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008154,ORD008154,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008155,ORD008155,Express,Low,High,Secondary,Yes,No Disruption,None,65,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008156,ORD008156,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008157,ORD008157,Express,Medium,High,Secondary,Yes,No Disruption,None,75,High,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008158,ORD008158,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008159,ORD008159,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008160,ORD008160,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008161,ORD008161,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008162,ORD008162,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008163,ORD008163,Standard,Medium,Low,Secondary,No,Inventory Shortage,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008164,ORD008164,Standard,Low,High,Secondary,Yes,No Disruption,None,50,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008165,ORD008165,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008166,ORD008166,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008167,ORD008167,Standard,High,Low,Secondary,No,Weather Delay,Medium,71,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008168,ORD008168,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008169,ORD008169,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008170,ORD008170,Standard,Medium,Medium,Secondary,Yes,No Disruption,None,52,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008171,ORD008171,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008172,ORD008172,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008173,ORD008173,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008174,ORD008174,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008175,ORD008175,Standard,Medium,Low,Secondary,No,Vehicle Breakdown,High,69,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008176,ORD008176,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008177,ORD008177,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008178,ORD008178,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008179,ORD008179,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008180,ORD008180,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008181,ORD008181,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008182,ORD008182,Standard,Medium,Low,Secondary,No,Vehicle Breakdown,High,69,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008183,ORD008183,Express,Medium,Low,Secondary,No,Weather Delay,Medium,76,High,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008184,ORD008184,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008185,ORD008185,Standard,High,Low,Secondary,No,Weather Delay,Medium,71,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008186,ORD008186,Standard,Medium,Low,Secondary,No,Vehicle Breakdown,High,69,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008187,ORD008187,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008188,ORD008188,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008189,ORD008189,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008190,ORD008190,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008191,ORD008191,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008192,ORD008192,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008193,ORD008193,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008194,ORD008194,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008195,ORD008195,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008196,ORD008196,Standard,Medium,Low,Secondary,No,Inventory Shortage,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008197,ORD008197,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008198,ORD008198,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008199,ORD008199,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008200,ORD008200,Standard,Medium,Low,Secondary,Yes,Vehicle Breakdown,High,64,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008201,ORD008201,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008202,ORD008202,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008203,ORD008203,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008204,ORD008204,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008205,ORD008205,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008206,ORD008206,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008207,ORD008207,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008208,ORD008208,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008209,ORD008209,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008210,ORD008210,Standard,Low,Medium,Secondary,Yes,Vehicle Breakdown,High,60,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008211,ORD008211,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008212,ORD008212,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008213,ORD008213,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008214,ORD008214,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008215,ORD008215,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008216,ORD008216,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008217,ORD008217,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008218,ORD008218,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008219,ORD008219,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008220,ORD008220,Standard,Medium,Low,Secondary,No,Warehouse Shutdown,Critical,76,High,Emergency Escalation,Critical operational disruption detected. Immediate intervention required.
SHP008221,ORD008221,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008222,ORD008222,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
